cellid	snp.file	Gender	fileid	logr	baf	study	penalty
PCM6	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624_tumour_BAF.txt	CCLE	70
PE/CA-PJ15	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H05_578434.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H05_578434	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H05_578434_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H05_578434_tumour_BAF.txt	CCLE	70
PE/CA-PJ34 (clone C12)	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H03_578390.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H03_578390	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H03_578390_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H03_578390_tumour_BAF.txt	CCLE	70
PE/CA-PJ41 (clone D2)	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C10_578450_tumour_BAF.txt	CCLE	70
PE/CA-PJ49	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F08_578464.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F08_578464	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F08_578464_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F08_578464_tumour_BAF.txt	CCLE	70
PEER	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B11_464580.CEL	F	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B11_464580	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B11_464580_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B11_464580_tumour_BAF.txt	CCLE	70
Pfeiffer	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F06_464692.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F06_464692	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F06_464692_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F06_464692_tumour_BAF.txt	CCLE	70
PK-1	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F03_410988.CEL	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F03_410988	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F03_410988_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F03_410988_tumour_BAF.txt	CCLE	70
PK-45H	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C01_592938.CEL	NA	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C01_592938	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C01_592938_tumour_LogR.txt	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C01_592938_tumour_BAF.txt	CCLE	70
PK-59	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A03_335192.CEL	NA	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A03_335192	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A03_335192_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A03_335192_tumour_BAF.txt	CCLE	70
PL-21	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F09_542934.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F09_542934	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F09_542934_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F09_542934_tumour_BAF.txt	CCLE	70
PL45	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E04_437242.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E04_437242	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E04_437242_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E04_437242_tumour_BAF.txt	CCLE	70
PrEC LH	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G06_780360.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G06_780360	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G06_780360_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G06_780360_tumour_BAF.txt	CCLE	70
QGP-1	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A06_293290.CEL	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A06_293290	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A06_293290_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A06_293290_tumour_BAF.txt	CCLE	70
RCC-4	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F08_780382.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F08_780382	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F08_780382_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F08_780382_tumour_BAF.txt	CCLE	70
RCH-ACV	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H05_542822.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H05_542822	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H05_542822_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H05_542822_tumour_BAF.txt	CCLE	70
RD-ES	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300_tumour_BAF.txt	CCLE	70
REC-1	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492_tumour_BAF.txt	CCLE	70
RERF-GC-1B	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G02_464676_tumour_BAF.txt	CCLE	70
RERF-LC-Ad1	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344.CEL	M	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344_tumour_BAF.txt	CCLE	70
RERF-LC-Ad2	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428.CEL	M	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428_tumour_BAF.txt	CCLE	70
RERF-LC-AI	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718_tumour_BAF.txt	CCLE	70
RERF-LC-KJ	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564_tumour_BAF.txt	CCLE	70
RERF-LC-Sq1	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332_tumour_BAF.txt	CCLE	70
RH-30	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390_tumour_BAF.txt	CCLE	70
RH-41	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574_tumour_BAF.txt	CCLE	70
RI-1	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D04_490498_tumour_BAF.txt	CCLE	70
RKN	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426_tumour_BAF.txt	CCLE	70
RMUG-S	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D01_256074_tumour_BAF.txt	CCLE	70
RT112/84	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352_tumour_BAF.txt	CCLE	70
SALE	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204_tumour_BAF.txt	CCLE	70
SCaBER	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038_tumour_BAF.txt	CCLE	70
SEM	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286_tumour_BAF.txt	CCLE	70
Set-2	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698_tumour_BAF.txt	CCLE	70
SF-172	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200_tumour_BAF.txt	CCLE	70
SH-10-TC	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000.CEL	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000_tumour_BAF.txt	CCLE	70
SH-SY5Y	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686_tumour_BAF.txt	CCLE	70
SK-BR-3	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336_tumour_BAF.txt	CCLE	70
SK-ES-1	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952_tumour_BAF.txt	CCLE	70
SK-MEL-31	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548_tumour_BAF.txt	CCLE	70
SK-N-BE(2)	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394.CEL	M	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394_tumour_BAF.txt	CCLE	70
SK-N-MC	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322_tumour_BAF.txt	CCLE	70
SK-N-SH	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602.CEL	F	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602_tumour_BAF.txt	CCLE	70
SLR 20	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370_tumour_BAF.txt	CCLE	70
SLR 21	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364_tumour_BAF.txt	CCLE	70
SLR 23	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266_tumour_BAF.txt	CCLE	70
SLR 25	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206_tumour_BAF.txt	CCLE	70
SLR 26	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302_tumour_BAF.txt	CCLE	70
SNU-1040	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806_tumour_BAF.txt	CCLE	70
SNU-1076	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648_tumour_BAF.txt	CCLE	70
SNU-1077	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676_tumour_BAF.txt	CCLE	70
SNU-1079	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668_tumour_BAF.txt	CCLE	70
SNU-1105	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700_tumour_BAF.txt	CCLE	70
SNU-119	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620_tumour_BAF.txt	CCLE	70
SNU-1196	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696.CEL	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696_tumour_BAF.txt	CCLE	70
SNU-1197	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248.CEL	M	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248_tumour_BAF.txt	CCLE	70
SNU-1214	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686_tumour_BAF.txt	CCLE	70
SNU-1272	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666_tumour_BAF.txt	CCLE	70
SNU-175	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750_tumour_BAF.txt	CCLE	70
SNU-182	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888.CEL	M	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888_tumour_LogR.txt	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888_tumour_BAF.txt	CCLE	70
SNU-201	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748_tumour_BAF.txt	CCLE	70
SNU-213	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640.CEL	M	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640_tumour_BAF.txt	CCLE	70
SNU-216	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674_tumour_BAF.txt	CCLE	70
SNU-245	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634_tumour_BAF.txt	CCLE	70
